,Station,Date,Temp_Max,Temp_Min,Temp_Avg,Temp_Norm_Dev,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,Sunrise,Sunset,CodeSum,Max_Snow_Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2403,2.0,2013-08-06,85.0,68.0,77.0,,65.0,69.0,0.0,12.0,,, ,,,0.00,29.21,29.85,8.7,21.0,9.4
2404,1.0,2013-08-07,89.0,67.0,78.0,5.0,68.0,71.0,0.0,13.0,451.0,1904.0, ,0.0,0.0,,29.14,29.83,4.0,30.0,9.9
2405,2.0,2013-08-07,91.0,70.0,81.0,,67.0,71.0,0.0,16.0,,,BR,,,0.01,29.20,29.82,2.4,30.0,10.5
2406,1.0,2013-08-08,78.0,65.0,72.0,-1,56.0,62.0,0.0,7.0,452.0,1903.0, ,0.0,0.0,0.00,29.26,29.98,8.6,5.0,9.3
2407,2.0,2013-08-08,79.0,69.0,74.0,,55.0,62.0,0.0,9.0,,, ,,,0.00,29.33,29.96,10.5,5.0,10.8
2408,1.0,2013-08-09,82.0,59.0,71.0,-2,60.0,65.0,0.0,6.0,453.0,1902.0, ,0.0,0.0,,29.28,29.98,4.7,27.0,5.3
2409,2.0,2013-08-09,84.0,62.0,73.0,,58.0,65.0,0.0,8.0,,, ,,,0.00,29.34,29.97,4.9,27.0,5.6
2410,1.0,2013-08-10,81.0,64.0,73.0,0.0,57.0,,0.0,8.0,454.0,1900.0, ,0.0,0.0,0.00,,30.08,5.3,5.0,6.5
2411,2.0,2013-08-10,81.0,68.0,75.0,,55.0,63.0,0.0,10.0,,, ,,,0.00,,30.07,6.0,6.0,7.4
2412,1.0,2013-08-11,81.0,60.0,71.0,-2,61.0,,0.0,6.0,455.0,1859.0,RA,0.0,0.0,0.01,29.35,30.07,2.0,27.0,3.0
2413,2.0,2013-08-11,84.0,63.0,74.0,,57.0,64.0,0.0,9.0,,, ,,,,29.42,30.06,4.0,24.0,5.4
2414,1.0,2013-08-12,82.0,67.0,75.0,2.0,65.0,68.0,0.0,10.0,456.0,1858.0,RA DZ,0.0,0.0,0.27,29.21,29.93,3.5,27.0,7.5
2415,2.0,2013-08-12,85.0,69.0,77.0,,63.0,,0.0,12.0,,,RA,,,0.66,29.27,29.92,4.5,26.0,7.7
2416,1.0,2013-08-13,70.0,58.0,64.0,-9,52.0,58.0,1.0,0.0,457.0,1856.0, ,0.0,0.0,0.00,29.37,30.07,8.7,3.0,9.6
2417,2.0,2013-08-13,71.0,62.0,67.0,,50.0,57.0,0.0,2.0,,, ,,,0.00,29.42,30.06,11.2,2.0,11.9
2418,1.0,2013-08-14,72.0,56.0,64.0,-8,50.0,56.0,1.0,0.0,458.0,1855.0, ,0.0,0.0,0.00,29.44,30.16,3.9,4.0,7.1
2419,2.0,2013-08-14,71.0,58.0,65.0,,49.0,56.0,0.0,0.0,,, ,,,0.00,29.52,30.16,3.0,3.0,7.0
2420,1.0,2013-08-15,75.0,55.0,65.0,-7,53.0,58.0,0.0,0.0,459.0,1854.0, ,0.0,0.0,0.00,29.40,30.13,4.2,24.0,4.9
2421,2.0,2013-08-15,74.0,57.0,66.0,,50.0,58.0,0.0,1.0,,, ,,,0.00,29.47,30.13,4.5,22.0,5.0
2422,1.0,2013-08-16,82.0,55.0,69.0,-3,52.0,60.0,0.0,4.0,500.0,1852.0, ,0.0,0.0,0.00,29.44,30.15,2.8,4.0,5.2
2423,2.0,2013-08-16,82.0,58.0,70.0,,51.0,60.0,0.0,5.0,,, ,,,0.00,29.50,30.14,5.0,7.0,5.8
2424,1.0,2013-08-17,81.0,57.0,69.0,-3,56.0,62.0,0.0,4.0,501.0,1851.0, ,0.0,0.0,0.00,29.47,30.19,5.7,8.0,6.4
2425,2.0,2013-08-17,79.0,60.0,70.0,,55.0,62.0,0.0,5.0,,, ,,,0.00,29.53,30.18,6.0,7.0,6.3
2426,1.0,2013-08-18,81.0,59.0,70.0,-2,57.0,63.0,0.0,5.0,502.0,1849.0, ,0.0,0.0,0.00,29.41,30.14,3.7,8.0,4.8
2427,2.0,2013-08-18,81.0,62.0,72.0,,57.0,64.0,0.0,7.0,,, ,,,0.00,29.48,30.13,4.2,8.0,4.8
2428,1.0,2013-08-19,85.0,57.0,71.0,0.0,60.0,65.0,0.0,6.0,503.0,1848.0, ,0.0,0.0,0.00,29.34,30.07,5.1,25.0,5.3
2429,2.0,2013-08-19,86.0,63.0,75.0,,58.0,65.0,0.0,10.0,,,HZ,,,0.00,29.41,30.06,3.8,25.0,4.6
2430,1.0,2013-08-20,88.0,66.0,77.0,6.0,62.0,68.0,0.0,12.0,504.0,1846.0, ,0.0,0.0,0.00,29.34,30.06,7.7,22.0,8.0
2431,2.0,2013-08-20,88.0,68.0,78.0,,61.0,67.0,0.0,13.0,,, ,,,0.00,29.41,30.05,7.0,21.0,7.5
2432,1.0,2013-08-21,90.0,68.0,79.0,8.0,65.0,70.0,0.0,14.0,505.0,1845.0,RA,0.0,0.0,0.01,29.30,30.02,8.6,23.0,9.0
2433,2.0,2013-08-21,91.0,70.0,81.0,,64.0,70.0,0.0,16.0,,,RA,,,0.05,29.37,30.02,9.0,22.0,9.3
2434,1.0,2013-08-22,78.0,68.0,73.0,2.0,67.0,69.0,0.0,8.0,506.0,1843.0,RA,0.0,0.0,0.23,29.36,30.05,1.5,23.0,7.0
2435,2.0,2013-08-22,78.0,67.0,73.0,,66.0,68.0,0.0,8.0,,,RA,,,0.36,29.42,30.05,2.5,24.0,7.0
2436,1.0,2013-08-23,82.0,62.0,72.0,1.0,55.0,63.0,0.0,7.0,508.0,1842.0,BR,0.0,0.0,0.00,29.43,30.14,6.1,6.0,6.8
2437,2.0,2013-08-23,81.0,64.0,73.0,,55.0,63.0,0.0,8.0,,,BR,,,0.00,29.49,30.13,7.2,6.0,8.0
2438,1.0,2013-08-24,86.0,60.0,73.0,2.0,59.0,65.0,0.0,8.0,509.0,1840.0, ,0.0,0.0,0.00,29.49,30.20,5.3,17.0,6.1
2439,2.0,2013-08-24,86.0,64.0,75.0,,56.0,64.0,0.0,10.0,,, ,,,0.00,29.55,30.20,4.6,16.0,5.9
2440,1.0,2013-08-25,89.0,65.0,77.0,7.0,62.0,68.0,0.0,12.0,510.0,1839.0, ,0.0,0.0,0.00,29.46,30.18,9.2,22.0,9.6
2441,2.0,2013-08-25,89.0,68.0,79.0,,60.0,67.0,0.0,14.0,,, ,,,0.00,29.52,30.17,9.6,21.0,10.1
2442,1.0,2013-08-26,92.0,70.0,81.0,11.0,68.0,72.0,0.0,16.0,511.0,1837.0, ,0.0,0.0,0.00,29.34,30.06,9.0,24.0,9.4
2443,2.0,2013-08-26,92.0,70.0,81.0,,66.0,71.0,0.0,16.0,,, ,,,0.00,29.41,30.06,9.2,23.0,9.5
2444,1.0,2013-08-27,96.0,77.0,87.0,17.0,70.0,75.0,0.0,22.0,512.0,1835.0, ,0.0,0.0,0.00,29.18,29.90,11.7,24.0,12.0
2445,2.0,2013-08-27,96.0,77.0,87.0,,68.0,74.0,0.0,22.0,,, ,,,0.00,29.24,29.89,12.5,24.0,12.7
2446,1.0,2013-08-28,83.0,71.0,77.0,7.0,69.0,72.0,0.0,12.0,513.0,1834.0, ,0.0,0.0,0.00,29.26,29.95,6.9,3.0,9.3
2447,2.0,2013-08-28,83.0,71.0,77.0,,67.0,71.0,0.0,12.0,,,BR,,,0.00,29.32,29.94,5.8,36.0,8.7
2448,1.0,2013-08-29,89.0,66.0,78.0,8.0,64.0,69.0,0.0,13.0,514.0,1832.0,BR HZ,0.0,0.0,0.00,29.29,30.01,3.9,10.0,4.7
2449,2.0,2013-08-29,87.0,69.0,78.0,,65.0,69.0,0.0,13.0,,,FG BR HZ,,,0.00,29.36,30.00,4.2,10.0,4.6
2450,1.0,2013-08-30,96.0,67.0,82.0,12.0,68.0,72.0,0.0,17.0,515.0,1831.0,BR,0.0,0.0,0.36,29.13,29.86,4.4,26.0,8.3
2451,2.0,2013-08-30,96.0,69.0,83.0,,67.0,71.0,0.0,18.0,,,TSRA RA,,,0.47,29.21,29.85,5.3,24.0,7.8
2452,1.0,2013-08-31,78.0,71.0,75.0,6.0,67.0,69.0,0.0,10.0,516.0,1829.0,TS TSRA,0.0,0.0,0.07,29.10,29.82,6.1,5.0,7.2
2453,2.0,2013-08-31,77.0,70.0,74.0,,66.0,68.0,0.0,9.0,,,TS TSRA RA BR,,,0.96,29.16,29.81,5.8,4.0,7.0
2454,1.0,2013-09-01,85.0,65.0,75.0,7.0,67.0,70.0,0.0,10.0,517.0,1827.0,TS,0.0,0.0,0.14,29.05,29.76,4.2,29.0,5.2
2455,2.0,2013-09-01,84.0,68.0,76.0,,66.0,69.0,0.0,11.0,,, ,,,0.02,29.11,29.75,3.9,27.0,5.8
2456,1.0,2013-09-02,79.0,60.0,70.0,2.0,61.0,64.0,0.0,5.0,518.0,1826.0, ,0.0,0.0,0.00,29.21,29.90,8.1,2.0,9.2
2457,2.0,2013-09-02,77.0,62.0,70.0,,60.0,64.0,0.0,5.0,,, ,,,0.00,29.27,29.89,7.5,2.0,8.7
2458,1.0,2013-09-03,77.0,57.0,67.0,-1,54.0,59.0,0.0,2.0,519.0,1824.0, ,0.0,0.0,0.00,29.32,30.02,4.0,30.0,5.8
2459,2.0,2013-09-03,76.0,58.0,67.0,,54.0,60.0,0.0,2.0,,, ,,,0.00,29.39,30.02,1.5,34.0,4.6
2460,1.0,2013-09-04,84.0,59.0,72.0,4.0,57.0,63.0,0.0,7.0,520.0,1822.0, ,0.0,0.0,0.00,29.37,30.08,6.2,26.0,7.0
2461,2.0,2013-09-04,84.0,59.0,72.0,,55.0,62.0,0.0,7.0,,, ,,,0.00,29.44,30.08,6.4,25.0,6.8
2462,1.0,2013-09-05,74.0,59.0,67.0,0.0,54.0,60.0,0.0,2.0,521.0,1821.0, ,0.0,0.0,,29.49,30.20,9.0,5.0,9.2
2463,2.0,2013-09-05,74.0,65.0,70.0,,53.0,60.0,0.0,5.0,,, ,,,0.00,29.55,30.19,9.2,6.0,9.9
2464,1.0,2013-09-06,86.0,57.0,72.0,5.0,58.0,64.0,0.0,7.0,522.0,1819.0, ,0.0,0.0,0.00,29.38,30.11,4.7,20.0,6.0
2465,2.0,2013-09-06,85.0,62.0,74.0,,55.0,63.0,0.0,9.0,,, ,,,0.00,29.44,30.11,4.3,17.0,6.0
2466,1.0,2013-09-07,88.0,65.0,77.0,10.0,62.0,68.0,0.0,12.0,523.0,1817.0, ,0.0,0.0,0.01,29.21,29.94,5.7,23.0,6.9
2467,2.0,2013-09-07,87.0,68.0,78.0,,61.0,67.0,0.0,13.0,,, ,,,0.00,29.28,29.94,5.8,23.0,7.7
2468,1.0,2013-09-08,77.0,71.0,74.0,8.0,66.0,69.0,0.0,9.0,524.0,1815.0, ,0.0,0.0,0.00,29.26,29.98,10.5,7.0,11.9
2469,2.0,2013-09-08,78.0,71.0,75.0,,65.0,68.0,0.0,10.0,,, ,,,0.00,29.33,29.96,10.1,7.0,12.0
2470,1.0,2013-09-09,94.0,68.0,81.0,15.0,70.0,74.0,0.0,16.0,525.0,1814.0, ,0.0,0.0,0.00,29.15,29.86,9.0,20.0,10.1
2471,2.0,2013-09-09,94.0,69.0,82.0,,68.0,73.0,0.0,17.0,,,HZ,,,0.00,29.22,29.86,8.5,20.0,9.2
2472,1.0,2013-09-10,95.0,77.0,86.0,20.0,64.0,71.0,0.0,21.0,526.0,1812.0, ,0.0,0.0,0.00,29.25,29.95,12.1,24.0,12.5
2473,2.0,2013-09-10,96.0,78.0,87.0,,63.0,71.0,0.0,22.0,,, ,,,0.00,29.32,29.94,12.2,24.0,12.5
2474,1.0,2013-09-11,91.0,75.0,83.0,18.0,66.0,71.0,0.0,18.0,527.0,1810.0, ,0.0,0.0,,29.28,29.98,4.2,27.0,7.5
2475,2.0,2013-09-11,92.0,75.0,84.0,,66.0,71.0,0.0,19.0,,, ,,,,29.34,29.97,5.1,25.0,6.9
2476,1.0,2013-09-12,82.0,62.0,72.0,7.0,59.0,64.0,0.0,7.0,528.0,1809.0,RA,0.0,0.0,,29.28,29.98,7.0,35.0,9.4
2477,2.0,2013-09-12,83.0,63.0,73.0,,58.0,64.0,0.0,8.0,,, ,,,0.06,29.34,29.97,6.8,34.0,9.8
2478,1.0,2013-09-13,67.0,52.0,60.0,-5,45.0,52.0,5.0,0.0,529.0,1807.0, ,0.0,0.0,0.00,29.41,30.13,10.7,1.0,11.5
2479,2.0,2013-09-13,67.0,54.0,61.0,,45.0,53.0,4.0,0.0,,, ,,,,29.47,30.12,12.8,1.0,13.5
2480,1.0,2013-09-14,72.0,47.0,60.0,-4,43.0,52.0,5.0,0.0,530.0,1805.0, ,0.0,0.0,0.00,29.36,30.10,4.7,21.0,5.9
2481,2.0,2013-09-14,72.0,51.0,62.0,,41.0,52.0,3.0,0.0,,, ,,,0.00,29.44,30.11,5.3,19.0,6.3
2482,1.0,2013-09-15,62.0,56.0,59.0,-5,52.0,55.0,6.0,0.0,531.0,1803.0,RA BR,0.0,0.0,0.65,29.34,30.06,1.1,2.0,5.4
2483,2.0,2013-09-15,62.0,58.0,60.0,,51.0,55.0,5.0,0.0,,,RA DZ BR,,,0.24,29.41,30.06,0.4,19.0,5.1
2484,1.0,2013-09-16,64.0,51.0,58.0,-6,47.0,52.0,7.0,0.0,532.0,1760.0, ,0.0,0.0,0.00,29.59,30.30,9.7,3.0,10.8
2485,2.0,2013-09-16,64.0,55.0,60.0,,47.0,53.0,5.0,0.0,,, ,,,,29.65,30.29,11.4,3.0,12.8
2486,1.0,2013-09-17,71.0,49.0,60.0,-4,51.0,56.0,5.0,0.0,533.0,1758.0, ,0.0,0.0,0.00,29.49,30.23,7.0,13.0,7.6
2487,2.0,2013-09-17,70.0,53.0,62.0,,49.0,55.0,3.0,0.0,,, ,,,,29.55,30.23,7.2,12.0,8.2
2488,1.0,2013-09-18,81.0,60.0,71.0,7.0,60.0,64.0,0.0,6.0,535.0,1756.0, ,0.0,0.0,0.55,29.26,30.01,8.7,18.0,9.0
2489,2.0,2013-09-18,82.0,62.0,72.0,,58.0,62.0,0.0,7.0,,,TS HZ,,,0.51,29.35,30.02,6.7,17.0,9.1
2490,1.0,2013-09-19,84.0,69.0,77.0,14.0,68.0,70.0,0.0,12.0,536.0,1755.0,TS TSRA RA FG BR HZ,0.0,0.0,0.84,29.14,29.87,8.3,16.0,10.6
2491,2.0,2013-09-19,84.0,70.0,77.0,,66.0,69.0,0.0,12.0,,,RA BR HZ,,,,29.21,29.87,7.8,16.0,10.0
2492,1.0,2013-09-20,76.0,58.0,67.0,5.0,60.0,63.0,0.0,2.0,537.0,1753.0, ,0.0,0.0,,29.08,29.80,10.1,26.0,11.0
2493,2.0,2013-09-20,77.0,59.0,68.0,,59.0,63.0,0.0,3.0,,, ,,,0.02,29.15,29.80,10.3,26.0,11.2
2494,1.0,2013-09-21,67.0,52.0,60.0,-2,48.0,53.0,5.0,0.0,538.0,1751.0, ,0.0,0.0,0.00,29.17,29.87,9.6,33.0,10.0
2495,2.0,2013-09-21,67.0,51.0,59.0,,46.0,53.0,6.0,0.0,,, ,,,0.00,29.23,29.87,9.0,33.0,9.5
2496,1.0,2013-09-22,67.0,49.0,58.0,-4,47.0,52.0,7.0,0.0,539.0,1749.0, ,0.0,0.0,0.00,29.30,30.01,6.2,4.0,7.5
2497,2.0,2013-09-22,67.0,49.0,58.0,,45.0,51.0,7.0,0.0,,, ,,,0.00,29.36,30.01,4.8,5.0,6.8
2498,1.0,2013-09-23,67.0,46.0,57.0,-4,48.0,53.0,8.0,0.0,540.0,1748.0, ,0.0,0.0,0.00,29.34,30.06,4.9,10.0,6.1
2499,2.0,2013-09-23,67.0,50.0,59.0,,45.0,52.0,6.0,0.0,,, ,,,0.00,29.41,30.06,6.8,11.0,7.6
2500,1.0,2013-09-24,70.0,49.0,60.0,-1,49.0,54.0,5.0,0.0,541.0,1746.0, ,0.0,0.0,0.00,29.26,30.00,6.2,10.0,8.0
2501,2.0,2013-09-24,91.0,52.0,,,48.0,54.0,,,,, ,,,0.00,29.33,30.00,5.8,9.0,7.7
2502,1.0,2013-09-25,70.0,51.0,61.0,0.0,52.0,56.0,4.0,0.0,542.0,1744.0, ,0.0,0.0,0.00,29.23,29.95,4.8,5.0,5.7
2503,2.0,2013-09-25,71.0,56.0,64.0,,51.0,56.0,1.0,0.0,,, ,,,0.00,29.29,29.95,5.9,6.0,6.6
2504,1.0,2013-09-26,75.0,50.0,63.0,3.0,52.0,58.0,2.0,0.0,543.0,1742.0,BR,0.0,0.0,0.00,29.34,30.04,3.8,8.0,4.2
2505,2.0,2013-09-26,75.0,55.0,65.0,,52.0,58.0,0.0,0.0,,, ,,,0.00,29.40,30.04,4.1,9.0,4.6
2506,1.0,2013-09-27,81.0,52.0,67.0,7.0,51.0,57.0,0.0,2.0,544.0,1741.0, ,0.0,0.0,0.00,29.38,30.09,7.0,13.0,7.4
2507,2.0,2013-09-27,80.0,57.0,69.0,,48.0,57.0,0.0,4.0,,, ,,,0.00,29.44,30.09,6.6,12.0,7.3
2508,1.0,2013-09-28,84.0,55.0,70.0,11.0,56.0,62.0,0.0,5.0,545.0,1739.0,RA BR,0.0,0.0,0.20,29.24,29.98,10.9,19.0,12.7
2509,2.0,2013-09-28,85.0,58.0,72.0,,54.0,61.0,0.0,7.0,,,RA BR,,,0.02,29.31,29.98,10.2,18.0,11.3
2510,1.0,2013-09-29,68.0,51.0,60.0,1.0,49.0,54.0,5.0,0.0,546.0,1737.0,RA BR,0.0,0.0,0.18,29.29,30.01,6.0,36.0,7.6
2511,2.0,2013-09-29,84.0,53.0,,,48.0,54.0,,,,,RA BR,,,0.22,29.36,30.01,6.3,36.0,7.8
2512,1.0,2013-09-30,74.0,47.0,61.0,2.0,49.0,55.0,4.0,0.0,547.0,1735.0, ,0.0,0.0,0.00,29.21,29.93,5.8,19.0,6.2
2513,2.0,2013-09-30,76.0,50.0,63.0,,47.0,55.0,2.0,0.0,,, ,,,0.00,29.28,29.93,4.2,19.0,4.9
2514,1.0,2013-10-01,79.0,62.0,71.0,13.0,62.0,65.0,0.0,6.0,548.0,1734.0,BR,0.0,0.0,0.00,29.21,29.92,12.5,22.0,12.2
2515,2.0,2013-10-01,79.0,62.0,71.0,,61.0,64.0,0.0,6.0,,,BR HZ,,,0.00,29.28,29.92,11.9,21.0,11.5
2516,1.0,2013-10-02,76.0,62.0,69.0,11.0,50.0,59.0,0.0,4.0,549.0,1732.0,BR,0.0,0.0,0.00,29.31,30.02,4.7,7.0,6.4
2517,2.0,2013-10-02,77.0,64.0,71.0,,50.0,59.0,0.0,6.0,,,BR HZ,,,0.00,29.37,30.02,5.2,7.0,7.3
2518,1.0,2013-10-03,78.0,60.0,69.0,12.0,65.0,67.0,0.0,4.0,550.0,1730.0,RA DZ FG+ BR,0.0,0.0,0.12,29.19,29.91,7.4,19.0,7.9
2519,2.0,2013-10-03,78.0,64.0,71.0,,65.0,67.0,0.0,6.0,,,RA DZ FG+ BR HZ,,,0.80,29.26,29.91,7.1,19.0,7.7
2520,1.0,2013-10-04,74.0,65.0,70.0,13.0,65.0,66.0,0.0,5.0,552.0,1729.0,RA BR,0.0,0.0,,29.23,29.94,2.6,12.0,6.2
2521,2.0,2013-10-04,76.0,66.0,71.0,,64.0,66.0,0.0,6.0,,,BR HZ,,,0.00,29.29,29.94,2.0,16.0,6.0
2522,1.0,2013-10-05,80.0,61.0,71.0,14.0,66.0,68.0,0.0,6.0,553.0,1727.0,TSRA BR,0.0,0.0,0.82,29.11,29.84,5.2,19.0,6.4
2523,2.0,2013-10-05,81.0,65.0,73.0,,66.0,68.0,0.0,8.0,,,BR HZ,,,0.68,29.18,29.83,6.7,19.0,8.1
2524,1.0,2013-10-06,64.0,45.0,55.0,-1,44.0,49.0,10.0,0.0,554.0,1725.0,RA,0.0,0.0,0.09,29.02,29.75,8.7,25.0,9.5
2525,2.0,2013-10-06,76.0,48.0,,,44.0,50.0,,,,,RA DZ BR,,,0.06,29.10,29.76,10.1,25.0,10.6
2526,1.0,2013-10-07,68.0,45.0,57.0,1.0,45.0,50.0,8.0,0.0,555.0,1724.0, ,0.0,0.0,,29.23,29.92,6.1,28.0,9.0
2527,2.0,2013-10-07,67.0,45.0,56.0,,44.0,50.0,9.0,0.0,,, ,,,0.00,29.30,29.94,6.3,26.0,9.1
2528,1.0,2013-10-08,75.0,43.0,59.0,3.0,48.0,53.0,6.0,0.0,556.0,1722.0, ,0.0,0.0,0.00,29.42,30.13,4.7,18.0,5.6
2529,2.0,2013-10-08,76.0,49.0,63.0,,46.0,53.0,2.0,0.0,,, ,,,0.00,29.49,30.13,4.0,17.0,5.0
2530,1.0,2013-10-09,71.0,48.0,60.0,5.0,47.0,53.0,5.0,0.0,557.0,1720.0, ,0.0,0.0,0.00,29.45,30.18,3.6,12.0,4.6
2531,2.0,2013-10-09,70.0,52.0,61.0,,47.0,53.0,4.0,0.0,,, ,,,0.00,29.52,30.18,3.4,11.0,4.9
2532,1.0,2013-10-10,74.0,46.0,60.0,5.0,50.0,55.0,5.0,0.0,558.0,1719.0,BR,0.0,0.0,0.00,29.37,30.11,2.9,13.0,3.9
2533,2.0,2013-10-10,75.0,51.0,63.0,,49.0,55.0,2.0,0.0,,, ,,,0.00,29.44,30.11,3.0,12.0,3.8
2534,1.0,2013-10-11,76.0,51.0,64.0,10.0,51.0,56.0,1.0,0.0,559.0,1717.0, ,0.0,0.0,0.00,29.28,30.02,7.3,14.0,7.7
2535,2.0,2013-10-11,77.0,56.0,67.0,,48.0,56.0,0.0,2.0,,, ,,,0.00,29.36,30.02,6.1,14.0,6.9
2536,1.0,2013-10-12,73.0,46.0,60.0,6.0,54.0,57.0,5.0,0.0,600.0,1715.0,RA BR,0.0,0.0,0.12,29.32,30.02,5.7,21.0,7.4
2537,2.0,2013-10-12,73.0,53.0,63.0,,52.0,57.0,2.0,0.0,,, ,,,0.01,29.39,30.02,6.0,21.0,8.6
2538,1.0,2013-10-13,64.0,44.0,54.0,1.0,41.0,48.0,11.0,0.0,602.0,1714.0, ,0.0,0.0,0.00,29.62,30.32,5.3,32.0,6.6
2539,2.0,2013-10-13,65.0,46.0,56.0,,40.0,48.0,9.0,0.0,,, ,,,0.00,29.68,30.33,3.1,34.0,5.0
2540,1.0,2013-10-14,62.0,42.0,52.0,-1,44.0,49.0,13.0,0.0,603.0,1712.0, ,0.0,0.0,0.00,29.53,30.29,6.6,8.0,8.4
2541,2.0,2013-10-14,62.0,45.0,54.0,,43.0,49.0,11.0,0.0,,, ,,,0.00,29.59,30.29,7.2,8.0,8.4
2542,1.0,2013-10-15,64.0,49.0,57.0,4.0,51.0,54.0,8.0,0.0,604.0,1711.0,RA BR,0.0,0.0,0.07,29.14,29.91,7.6,19.0,10.6
2543,2.0,2013-10-15,65.0,51.0,58.0,,50.0,54.0,7.0,0.0,,,RA BR,,,0.09,29.22,29.92,6.9,19.0,9.7
2544,1.0,2013-10-16,54.0,47.0,51.0,-1,45.0,48.0,14.0,0.0,605.0,1709.0,DZ,0.0,0.0,,29.16,29.89,10.5,25.0,10.8
2545,2.0,2013-10-16,54.0,47.0,51.0,,43.0,47.0,14.0,0.0,,,DZ,,,,29.23,29.91,10.5,25.0,10.7
2546,1.0,2013-10-17,53.0,40.0,47.0,-5,44.0,46.0,18.0,0.0,606.0,1707.0,RA BR,0.0,0.0,0.29,29.12,29.86,6.1,26.0,6.9
2547,2.0,2013-10-17,54.0,44.0,49.0,,43.0,47.0,16.0,0.0,,,RA BR HZ,,,0.17,29.20,29.88,7.1,24.0,7.9
2548,1.0,2013-10-18,50.0,39.0,45.0,-6,40.0,43.0,20.0,0.0,607.0,1706.0, ,0.0,0.0,0.00,29.18,29.91,8.3,26.0,8.7
2549,2.0,2013-10-18,50.0,42.0,46.0,,39.0,43.0,19.0,0.0,,, ,,,0.00,29.26,29.93,7.9,25.0,8.6
2550,1.0,2013-10-19,54.0,42.0,48.0,-3,37.0,42.0,17.0,0.0,608.0,1704.0,RA,0.0,0.0,0.01,29.10,29.83,8.9,25.0,9.2
2551,2.0,2013-10-19,54.0,43.0,49.0,,36.0,43.0,16.0,0.0,,,RA,,,0.01,29.17,29.85,10.1,24.0,10.4
2552,1.0,2013-10-20,61.0,36.0,49.0,-1,42.0,46.0,16.0,0.0,610.0,1703.0,RA,0.0,0.0,0.01,29.07,29.80,5.1,20.0,6.1
2553,2.0,2013-10-20,65.0,41.0,53.0,,41.0,47.0,12.0,0.0,,,RA,,,0.02,29.15,29.82,7.5,21.0,8.4
2554,1.0,2013-10-21,55.0,33.0,44.0,-6,31.0,38.0,21.0,0.0,611.0,1701.0, ,0.0,0.0,,29.19,29.90,10.8,27.0,11.5
2555,2.0,2013-10-21,55.0,36.0,46.0,,32.0,40.0,19.0,0.0,,,RA,,,0.03,29.26,29.92,10.3,27.0,10.8
2556,1.0,2013-10-22,42.0,29.0,36.0,-14,31.0,34.0,29.0,0.0,612.0,1660.0,RA,0.0,,,29.21,29.95,5.4,26.0,6.1
2557,2.0,2013-10-22,41.0,31.0,36.0,,31.0,35.0,29.0,0.0,,,RA DZ BR,,,0.03,29.28,29.97,4.6,26.0,5.4
2558,1.0,2013-10-23,46.0,32.0,39.0,-10,27.0,34.0,26.0,0.0,613.0,1658.0, ,0.0,0.0,,29.24,29.98,9.2,30.0,10.0
2559,2.0,2013-10-23,46.0,32.0,39.0,,27.0,34.0,26.0,0.0,,,RA SN,,,,29.32,30.00,9.2,29.0,9.2
2560,1.0,2013-10-24,44.0,31.0,38.0,-11,25.0,33.0,27.0,0.0,614.0,1657.0, ,0.0,,,29.45,30.16,10.3,30.0,10.9
2561,2.0,2013-10-24,44.0,34.0,39.0,,25.0,34.0,26.0,0.0,,, ,,,0.00,29.52,30.20,9.2,30.0,9.9
2562,1.0,2013-10-25,51.0,29.0,40.0,-8,26.0,35.0,25.0,0.0,616.0,1656.0, ,0.0,0.0,0.00,29.47,30.24,10.8,24.0,11.7
2563,2.0,2013-10-25,51.0,29.0,40.0,,26.0,36.0,25.0,0.0,,, ,,,0.00,29.57,30.28,10.4,23.0,11.3
2564,1.0,2013-10-26,55.0,37.0,46.0,-2,29.0,39.0,19.0,0.0,617.0,1654.0, ,0.0,0.0,0.00,29.22,29.96,10.9,27.0,14.2
2565,2.0,2013-10-26,55.0,38.0,47.0,,29.0,39.0,18.0,0.0,,, ,,,0.00,29.30,29.98,10.5,26.0,13.4
2566,1.0,2013-10-27,54.0,29.0,42.0,-6,29.0,37.0,23.0,0.0,618.0,1653.0, ,0.0,0.0,0.00,29.28,30.02,6.3,23.0,6.6
2567,2.0,2013-10-27,55.0,32.0,44.0,,29.0,38.0,21.0,0.0,,, ,,,0.00,29.37,30.05,6.4,23.0,6.7
2568,1.0,2013-10-28,53.0,35.0,44.0,-3,37.0,41.0,21.0,0.0,619.0,1651.0, ,0.0,0.0,0.00,29.54,30.26,9.0,4.0,9.4
2569,2.0,2013-10-28,54.0,36.0,45.0,,38.0,42.0,20.0,0.0,,, ,,,0.00,29.60,30.26,8.8,4.0,10.3
2570,1.0,2013-10-29,57.0,42.0,50.0,3.0,40.0,45.0,15.0,0.0,620.0,1650.0, ,0.0,0.0,,29.49,30.25,6.1,10.0,7.5
2571,2.0,2013-10-29,57.0,43.0,50.0,,39.0,45.0,15.0,0.0,,,RA HZ,,,,29.57,30.26,5.9,11.0,6.6
2572,1.0,2013-10-30,63.0,43.0,53.0,7.0,52.0,53.0,12.0,0.0,622.0,1649.0,RA BR HZ,0.0,0.0,0.55,29.22,30.00,6.6,15.0,7.5
